time,version,comments,class
2021-02-12 14:36:09,14.6.2,谢谢！新春快乐！新年快乐！牛年快乐！牛气冲天，好人一生平安。身体健康，平安是福。,best
2021-02-11 21:52:21,14.1.0,好的,best
2021-02-11 21:46:09,13.9.0,人生轨迹不一定会按你喜欢的方式运行,best
2021-02-11 21:07:47,14.7.1,牛牛气冲天的app,best
2021-02-11 15:05:05,14.7.0,分我一个发红包⊙ω⊙,best
2021-02-11 00:42:42,14.7.1,很好玩,best
2021-02-10 17:30:57,14.7.0,神器,best
2021-02-09 13:57:21,14.7.1,很好，就是不会玩,best
2021-02-09 10:42:50,14.7.1,抖音拍摄视频后第二天一打开抖音就闪退是怎么回事,best
2021-02-08 23:48:17,14.7.1,我很喜欢听抖音,best
2021-02-08 23:46:15,14.7.1,我很喜欢看抖音,best
2021-02-08 23:29:46,14.7.1,抖音短视频让我更有创新未来的感觉,best
2021-02-08 22:53:06,14.7.1,老百姓的舞台！,best
2021-02-08 16:46:04,14.7.1,抖音内容素材广泛，上传速度快，粉丝群体庞大,best
2021-02-08 16:06:41,9.7.1,特别喜欢用的,best
2021-02-08 15:06:45,14.7.1,很好看的，就是后面没有吗！,best
2021-02-08 14:41:36,14.7.1,太好用了,best
2021-02-08 05:33:37,14.7.0,很喜欢抖音，每天都看，,best
2021-02-08 02:39:07,14.7.1,普通人娱乐学习的好平台,best
2021-02-08 01:23:52,14.7.1,好好好好好好好,best
2021-02-08 00:09:43,14.7.1,服务很好,best
2021-02-07 22:25:06,14.7.1,超好用,best
2021-02-07 19:21:41,14.7.1,抖音记录美好生活美好的你！,best
2021-02-07 12:38:49,14.7.1,拍视频挺好的,best
2021-02-07 11:57:26,14.7.0,反正怎么说呢，就挺棒,best
2021-02-06 20:12:40,14.5.0,可以记录美好生活舜间，,best
2021-02-06 16:04:23,14.0.0,还行,best
2021-02-06 10:22:35,14.6.1,不喜欢的内容频繁出现,good
2021-02-06 09:33:03,14.7.1,好玩啊,best
2021-02-05 23:34:19,14.7.0,抖音记录美好生活,best
2021-02-05 12:04:33,14.7.0,已经是人们的一种生活方式了，加油！,best
2021-02-04 23:29:30,14.7.0,关心我,good
2021-02-04 14:53:32,14.7.0,闲的没事的时候就刷刷视频解解闷，现在已经是这样的流行趋势了。,best
2021-02-04 09:18:11,14.7.0,新的一年，愿所有人在抖音成就小小梦想。,best
2021-02-04 06:29:06,14.7.0,感谢抖音提供平台,best
2021-02-03 00:31:51,14.6.2,观看和创作永远是密不可分,best
2021-02-02 23:04:51,14.6.2,非常棒棒一个平台,best
2021-02-02 22:38:38,14.7.0,很不错的软件,best
2021-02-02 14:03:29,9.1.1,限流很棒,best
2021-02-01 21:55:39,14.6.2,好，很有魅力和欣赏价值,best
2021-02-01 18:51:40,14.1.0,非常奈斯,best
2021-01-31 22:28:41,14.6.1,这个太好用了！,best
2021-01-31 10:41:48,14.3.0,有点好,best
2021-01-30 15:05:25,13.0.0,完美,best
2021-01-29 14:05:59,14.6.1,如果播放量按点赞数递增的话，人人都能真正记录美好生活。,best
2021-01-28 22:25:47,14.7.0,好很好，抖音是未来！,best
2021-01-28 21:02:36,14.6.0,这个抖音平台真好，能让不开心的人们，都开心起来，喜欢……,best
2021-01-28 13:35:58,14.6.0,很好！,best
2021-01-27 15:03:55,14.3.0,不错不错,best
2021-01-26 18:36:40,14.1.0,每天的精神食粮,best
2021-01-26 09:54:17,14.5.1,敲好，值得下载,best
2021-01-25 10:20:47,14.4.0,五星好评，杠杠的！,best
2021-01-24 22:18:07,14.5.0,抖音打开了一个新窗口，让我又忙碌了起来！,best
2021-01-24 21:45:29,14.4.0,挺好,best
2021-01-24 21:15:51,14.5.1,可以的，当代鲁迅，当代史官,best
2021-01-24 21:06:04,14.5.1,不错期待更好,best
2021-01-24 18:03:03,14.5.1,挺好玩的APP能交朋友，也能看到很多有趣的东西,best
2021-01-24 17:30:07,14.5.1,不错,best
2021-01-22 18:52:11,14.6.0,搞的不错,best
2021-01-22 07:07:40,14.5.0,抖音上抖一抖，活到九十九。,best
2021-01-21 10:05:00,14.5.0,垃圾,bad
2021-01-20 00:23:15,14.4.0,每天刷,best
2021-01-19 00:12:49,14.5.0,好啊，求关注，名字主播名场面。。。持续更新,best
2021-01-18 17:40:52,14.4.0,好玩好用,best
2021-01-17 19:18:14,14.3.0,我开始我抖音时，就交了好多朋友，谢谢抖音这个软件,best
2021-01-17 12:57:53,12.8.0,棒 棒棒哒,best
2021-01-17 12:23:13,14.4.0,非常不错,best
2021-01-16 18:55:42,14.4.0,很好，现在每天不刷不看几下子，浑身难受,best
2021-01-15 22:40:01,14.3.0,感谢抖音助手给我机会,best
2021-01-15 18:06:51,14.4.0,感谢抖音平台,best
2021-01-15 13:58:23,14.4.0,我来说两句,best
2021-01-14 21:45:43,14.3.0,滴，抖音记录美好生活,best
2021-01-14 13:33:51,14.4.0,作常满意。,best
2021-01-14 10:41:47,14.4.0,为什么我下载不是最新版本啊,best
2021-01-12 22:12:14,14.3.0,好棒啊！,best
2021-01-12 16:33:36,14.4.0,非常好，建议下载,best
2021-01-12 12:45:28,14.3.0,抖音上的都是美女,best
2021-01-11 14:45:37,14.4.0,好评,best
2021-01-11 10:51:27,13.1.0,抖音生活让我们一起成长，加油,best
2021-01-10 17:36:38,14.3.0,真的辣鸡。。莫名其妙把我评论置顶功能禁用了。。问了10多个客服，个个不知道原因。。,bad
2021-01-10 12:30:06,14.3.0,我太爱抖音了,best
2021-01-10 09:02:02,14.3.0,一不留神，抖音成了我的生活,best
2021-01-08 12:59:47,14.3.0,喜欢的APP,best
2021-01-06 18:38:49,14.1.0,非常满意,best
2021-01-06 15:11:51,14.1.0,喂瑞古德杠杠的好好的棒棒的,best
2021-01-04 23:09:17,14.2.0,非常好,best
2021-01-04 20:27:43,3.3.0,比较好看吧,best
2021-01-04 11:45:43,14.0.0,金杯银杯不如大家的口碑，如果不彻底解决问题广告再好木有人下载了…大家都是明白人,bad
2021-01-04 11:14:33,14.0.0,好个喘喘，从20年12月23日5点23分更新到14.0.0版本后黑屏闪退反馈到现在木有解决，重新下载14.0.0版本后不敢更新。明摆着官方欺负我们杂牌手机玩家。,bad
2021-01-04 07:09:36,14.1.0,很不错哦,best
2021-01-04 04:35:49,14.2.0,好棒棒棒哒支持！！,best
2021-01-04 00:44:19,14.0.0,昨晚和今晚观看任务少算亲密度，现在的抖音越来越让人心寒有毒,bad
2021-01-03 17:03:24,14.2.0,挺好的,best
2021-01-03 00:43:23,14.0.0,好个毛线，最新版本黑屏闪退从2020年12月23日下午五点二十三开始反馈到现在没给我解决，今天好不容易找到14.0.0版本不敢更新。支持老版本，吐槽新版本,bad
2021-01-02 23:26:07,14.1.0,较好！,best
2021-01-02 19:11:56,14.2.0,希望抖音更加加强文明化管理,best
2021-01-02 16:16:53,14.0.0,14.0.0版本给五心好评，更新后的版本欺负杂牌手机黑屏闪退不让玩吐槽，杂牌手机不要像我盲目更新，不然黑屏闪退玩不了,best
2021-01-02 15:59:58,14.1.0,nice,best
2021-01-01 16:59:34,14.1.0,交友平台,best
2021-01-01 13:11:09,14.1.0,很好，为大家带来快乐，为大家带来学习的一个平台……请继续改进，务求尽善尽美，努力刚及格，拼命才优秀，逆水行舟，不进则退，………加油加油加油加油………,best
2021-01-01 08:57:50,14.2.0,非常好用，有趣，能学到很多,best
2020-12-31 20:30:47,14.1.0,交流的平台很喜欢的一款软件,best
2020-12-31 02:52:11,14.1.0,一款好的休闲娱乐模式,best
2020-12-29 21:49:46,14.1.0,记录生活中点点滴滴。传播正能量，共建和谐社会。,best
2020-12-29 19:20:00,14.2.0,好非常好。,best
2020-12-29 12:16:57,14.1.0,从2018年玩到现在2020年从未出现过给黑屏闪退，一直都觉得是最好的，舍不得卸载在等待解决好好好玩下去…,bad
2020-12-28 17:28:29,11.8.0,很好,best
2020-12-27 23:51:08,14.1.0,给力,best
2020-12-27 18:47:02,14.2.0,对于在此之前的我来说，抖音他是我全能最专业的顶级老师，也给了像我这样普通人的明星之梦！之后或许他还会在给我快乐的同时养活我！,best
2020-12-27 02:08:19,14.1.0,谢谢抖音陪我度过每一天！,best
2020-12-26 17:40:34,11.6.0,我很喜欢抖音，因为我在里面可以获得很多快乐。,best
2020-12-26 09:39:37,14.1.0,不错，以前娱乐靠他，现在生活工作全指他,best
2020-12-26 00:36:35,14.2.0,不错，可以学到很多东西,best
2020-12-25 20:01:11,14.2.0,抖音是交流的好工具，可动态展示人物形象，还有声音刺激，真不错！,best
2020-12-25 16:53:01,14.1.0,很不错的直播宝贝，厉害了我的哥,best
2020-12-25 08:47:45,14.1.0,请还我14.0.0版本让我好好玩，谢谢不想离开,bad
2020-12-25 02:48:55,14.0.0,希望有查找好友功能手机号,best
2020-12-24 17:20:29,14.2.0,更新到14.2还是依旧直接黑屏闪退，失望,bad
2020-12-24 15:55:05,14.0.0,很好,best
2020-12-24 14:07:41,14.1.0,14.1版本更新后进所有直播间和直播广场直接黑屏闪退，吐槽,bad
2020-12-23 13:48:11,14.1.0,很好,best
2020-12-23 12:20:29,14.1.0,好晚上有空,best
2020-12-23 11:48:11,14.1.0,抖音好玩的很,best
2020-12-22 22:24:21,14.1.0,不错,best
2020-12-22 21:46:43,14.1.0,棒！  经常更新   很喜欢抖音哈   给了很大的快乐！,best
2020-12-22 21:37:33,14.0.0,很好的软件,best
2020-12-21 20:58:54,13.7.0,好非常有精神,best
2020-12-21 20:34:46,14.0.0,nice漂亮,best
2020-12-21 12:26:44,14.0.0,不错不错,best
2020-12-20 22:28:35,14.0.0,我觉得出的最牛的软件了,best
2020-12-19 23:37:50,14.0.0,不错,best
2020-12-19 08:00:44,14.0.0,全民娱乐平台,best
2020-12-18 23:02:45,14.0.0,很好玩的样子哦,best
2020-12-16 21:04:11,11.1.0,安  装。有点慢,best
2020-12-16 20:28:03,13.8.0,你才二十多岁，没遇到喜欢的人很正常，往后你会发现，大概是遇不到了。,best
2020-12-16 20:05:46,14.0.0,tmd，以前抖音这么好，现在尽毁三观。真TM垃圾，一心都想给。,bad
2020-12-16 19:48:13,14.0.0,规范直播平台pk,best
2020-12-16 18:04:46,13.9.0,抖音大爱,best
2020-12-16 13:25:22,13.9.0,多点热门,best
2020-12-16 10:22:55,13.9.0,抖音让人们看到另一个世界,best
2020-12-16 07:20:36,13.9.0,很好用 给人带来很多快乐,best
2020-12-15 09:13:59,13.9.0,更好,best
2020-12-14 19:32:57,13.9.0,好，很好，非常好，特别的好。,best
2020-12-14 08:53:32,13.9.0,好用，厉害,best
2020-12-13 22:37:46,13.9.0,赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞,best
2020-12-13 11:28:24,13.8.0,不闸的,bad
2020-12-13 10:18:15,3.5.0,好看,best
2020-12-13 09:58:30,13.9.0,非常棒的一款视频软件！,best
2020-12-12 18:46:44,13.9.0,开阔视野，了解世界，大情小事，见证奇迹，造就人才，喜怒哀乐！,best
2020-12-12 10:46:37,13.9.0,内容丰富，相当给力，建议下载。,best
2020-12-12 09:17:10,13.8.0,很好,best
2020-12-11 23:38:04,13.8.0,抖音爸爸,best
2020-12-11 15:11:37,13.9.0,孜孜不倦熬夜，勤勤恳恳护肤,best
2020-12-10 22:49:02,13.9.0,很不错的一个软件，可以第一时间获取最新动态,best
2020-12-10 08:08:58,13.9.0,很好的一款软件,best
2020-12-10 06:27:12,13.9.0,抖音是全中国人最喜爱的,best
2020-12-09 19:27:47,13.9.0,非常好，感谢抖音平台给了我一个这么好的平台，让我认识了这么多的人。,best
2020-12-09 17:05:33,13.9.0,独一无二的软件，最爱,best
2020-12-08 16:55:16,13.7.0,可以。抖音可以放松自己。抖音让我开心，快乐！,best
2020-12-08 01:18:59,13.8.0,超好,best
2020-12-07 23:10:14,13.8.0,拍的人越多抖音才能越火！,best
2020-12-07 21:08:53,13.8.0,很好的,best
2020-12-07 13:43:36,13.8.0,内容很丰富，非常满意，支持抖音666,best
2020-12-07 13:41:13,13.8.0,内容很丰富，非常好用，支持抖音666,best
2020-12-06 08:34:36,13.8.0,很棒的软件支持！,best
2020-12-05 21:53:42,13.8.0,非常喜欢,best
2020-12-04 22:24:07,13.7.0,抖音是最好的软件,best
2020-12-04 21:05:58,13.8.0,好用，好用！,best
2020-12-04 19:22:09,13.9.0,很好用，是一款不错的小视频平台。,best
2020-12-04 17:49:49,13.7.0,很多,best
2020-12-04 04:32:19,13.7.0,抖音是最喜欢的短视频app没有之一！,best
2020-12-03 23:16:49,13.7.0,很喜欢,best
2020-12-03 17:07:41,13.7.0,美的很！,best
2020-12-03 13:28:39,13.9.0,每天不点开抖音看看总感觉少点什么,best
2020-12-02 17:03:00,13.7.0,好用，喜欢,best
2020-12-01 20:04:49,13.7.0,红方胜,best
2020-12-01 08:09:13,13.7.0,用的不多好好玩，能学很多东西,best
2020-11-30 09:17:28,13.7.0,视频精彩,best
2020-11-29 22:54:17,13.7.0,抖音短视频内容为王，欢迎创业者逆袭！,best
2020-11-29 13:40:51,13.7.0,超棒,best
2020-11-28 20:33:04,13.5.0,抖音真的特别好，我平时无聊的时候都会打开手机看看抖音，抖音里面什么类型的视频都有！^O^,best
2020-11-27 21:20:54,13.8.0,好用好无聊好精彩,best
2020-11-27 16:08:12,13.7.0,一级棒,best
2020-11-27 15:37:39,13.6.0,不错,best
2020-11-26 22:25:07,13.7.0,优秀平台,best
2020-11-26 12:55:44,13.7.0,一瞬间，一个心念，记录一下。,best
2020-11-26 10:37:14,13.6.0,充满乐趣，打发时间，研究短视频挣米。,best
2020-11-26 00:20:16,13.6.0,超级大平台，娱乐你我他,best
2020-11-25 22:34:36,13.7.0,喜欢抖音,best
2020-11-25 10:15:17,13.7.0,哈哈哈,best
2020-11-24 19:06:21,13.6.0,抖音平台可以找人,best
2020-11-24 11:27:55,13.6.0,好好好好,best
2020-11-23 23:04:47,13.6.0,爱抖音爱抖音给我快乐让我开心,best
2020-11-22 22:24:20,13.5.0,有了抖音让我们生活越来越精彩！,best
2020-11-21 20:38:20,13.4.0,升级难了,best
2020-11-21 10:57:08,13.6.0,奥利给,best
2020-11-21 02:17:27,13.6.0,开心,best
2020-11-20 16:19:43,13.6.0,奈斯!太好用了,best
2020-11-20 06:58:30,13.7.0,好玩,best
2020-11-19 23:03:29,13.6.0,赞赞赞…,best
2020-11-19 21:55:51,13.6.0,抖音不错，曝光了世间不少美与丑，让老百姓有个说话之地。望砥砺前行，不忘初心。,best
2020-11-19 17:31:40,13.5.0,数字玩的6,best
2020-11-18 23:04:41,13.5.0,非常喜欢，特别感谢！感谢抖音,best
2020-11-18 19:09:49,13.5.0,平时看看热闹还是不错的，可以看看新闻。,best
2020-11-17 20:52:26,13.4.0,好看好玩。,best
2020-11-17 18:23:47,13.5.0,我爱抖音，抖音爱我,best
2020-11-17 08:09:25,13.5.0,非常非常好,best
2020-11-16 20:00:38,13.5.0,上次更新后，看视频总是会卡住了，大家有没有这个情况,best
2020-11-16 17:23:03,13.5.0,垃圾快手，还不如抖音好，快手里一一大堆不良小学和烂仔,best
2020-11-16 13:06:32,13.5.0,可以拍视频记录宝贝成长挺好的,best
2020-11-16 05:50:05,13.0.0,抖音很好。有时候没人陪我我就看抖音，就像别人说的看到搞笑的视频就笑看到丧的视频就哭………,best
2020-11-15 21:13:50,13.5.0,对先生的喜欢总是止不住地悸动,best
2020-11-15 19:52:04,13.6.0,抖音牛逼,best
2020-11-14 22:19:16,,鹅鹅鹅,best
2020-11-13 19:39:03,13.5.0,不错，打发时间神器,best
2020-11-13 10:14:44,13.5.0,喜欢 非常喜欢,best
2020-11-12 21:38:18,13.5.0,非常非常好,best
2020-11-12 20:16:23,13.5.0,真的很好，不过变化太大了，能不能改回来呀官方大大,best
2020-11-12 12:46:23,13.5.0,抖音不错不错，是我玩的手机软件,best
2020-11-11 19:24:51,9.5.0,513331200706120937,best
2020-11-11 19:19:22,9.5.0,非常感谢谢你们,best
2020-11-11 03:56:07,13.2.0,懂我的   只有抖音   让我快乐的也只有抖音,best
2020-11-10 21:38:16,13.4.0,我来为我们的抖音点赞了，很棒的app，我一直都在用它,best
2020-11-10 09:44:03,13.4.0,这是最满意的平台：给人家带来无限的欢乐，,best
2020-11-10 07:23:14,13.4.0,记录心情,best
2020-11-09 22:31:46,13.4.0,棒棒哒,best
2020-11-09 21:15:52,13.4.0,不开心的时候刷刷抖音吧,best
2020-11-09 19:27:00,13.4.0,非常不错！本人已经着魔,best
2020-11-09 18:58:51,13.4.0,抖音加油，希望美国的迫害不影响中国的进步,best
2020-11-09 17:07:45,13.4.0,都很好,best
2020-11-08 22:59:13,13.4.0,非常好,best
2020-11-08 13:53:36,13.4.0,在国内，抖音这个短视频社交平台已经融入我们的生活，希望以后越来越人性化，给大众更好的平台，让人人都用得上。,best
2020-11-08 11:31:08,13.4.0,离不开了,best
2020-11-08 11:20:48,13.4.0,好看,best
2020-11-08 10:48:10,13.4.0,哦，哦，哦哦哦哦哦哦哦哦哦耶！,best
2020-11-07 20:47:21,12.6.0,哈哈哈,best
2020-11-07 19:43:31,13.4.0,好用,best
2020-11-07 15:22:06,13.4.0,挺好的,best
2020-11-07 05:35:31,13.2.0,非常好,best
2020-11-06 19:07:33,13.4.0,好滴,good
2020-11-06 13:06:32,13.4.0,很好,best
2020-11-06 11:35:43,13.4.0,感谢抖音,best
2020-11-06 00:13:04,13.4.0,实在是太棒了，里面有很多漂亮帅气的小姐姐和小哥哥！！,best
2020-11-05 23:08:02,13.4.0,无话可说，,good
2020-11-02 17:50:35,13.2.0,还阔以吧，就是里面卖货拖拖拉拉，货也参差不齐,best
2020-11-01 22:04:43,13.2.0,棒棒哒,best
2020-11-01 21:06:08,13.2.0,太好了抖音,best
2020-11-01 15:15:26,13.2.0,完美的一个平台，记录着时刻的心酸，激励着奋斗的决心。,best
2020-11-01 15:01:46,13.2.0,好用,best
2020-11-01 10:49:24,13.4.0,挺好的,best
2020-11-01 08:16:03,13.4.0,不错,best
2020-10-31 23:36:35,13.2.0,哇……咩吔睇,best
2020-10-31 23:03:02,13.2.0,天天限流,bad
2020-10-30 22:26:58,13.2.0,很好看很好用，能提钱,best
2020-10-30 21:38:09,13.2.0,啊巴啊巴,best
2020-10-30 21:25:09,13.3.0,抖音及的确是个好平台，咱老百姓的平台，百姓的力量是大的，请相信我们,best
2020-10-30 21:05:58,13.2.0,好用,best
2020-10-30 09:40:20,13.3.0,不错不错,best
2020-10-29 09:26:07,13.2.0,抖音短视频给我带来娱乐和学习很多知识，我喜欢抖音，感谢抖音平台。,best
2020-10-29 06:16:28,13.1.0,好好，。。。。。。。。,best
2020-10-28 17:02:11,13.3.0,好用,best
2020-10-28 05:43:35,13.3.0,"j

人多，灵魂摆渡，感受到故事成精",best
2020-10-28 00:50:53,13.2.0,感觉挺好,best
2020-10-27 13:22:23,13.3.0,非常的好用。,best
2020-10-27 11:36:04,13.3.0,抖音让我学会了许多，让我开心快乐！,best
2020-10-26 13:01:19,13.2.0,刚开始用，还不懂得熟悉各方面的技巧！慢慢来！,best
2020-10-25 10:44:26,13.2.0,如果不限流的话，那就很nice,best
2020-10-25 07:54:05,,可以说抖音就是一个小社会。是一个建立在网上的小社会。,best
2020-10-25 07:51:00,13.3.0,抖音现在成了我生活中的全部。看医药普及知识，听专家讲科学知识。跟着老师学习养生打坐。 晚上听着催眠音乐安然入睡。早上看新闻，做早操。这是一款最全面的软件。各行各业都能在上面找到自己的同伴和知己。各层各界都能在这个软件上。找到自己想听想看想说想知道的一切。从古老传统艺术。到最新到前沿科技。从名人新秀到普通百姓。都在这个软件上找到了自己的发挥和施展才能的舞台。可以说现在几乎找不到不玩抖音的人了。,best
2020-10-24 23:33:34,13.2.0,还可以,best
2020-10-24 21:44:21,13.2.0,同心难改具体时间特殊教育的太多建议大家有实验课都可以,best
2020-10-24 20:14:49,13.1.0,很好用,best
2020-10-24 17:03:57,13.1.0,抖音非常好给我们的文化生活带来了便利,best
2020-10-24 16:47:24,13.1.0,抖音当然好了天天看每天都在看,best
2020-10-24 16:42:54,13.0.0,非常好，我真的太太太太喜欢抖音了,best
2020-10-24 14:07:28,13.2.0,有点无聊的时候就会看。,best
2020-10-24 08:26:22,13.2.0,超好用的平台！,best
2020-10-23 18:33:34,13.2.0,功能强大，不断更新，非常喜欢,best
2020-10-23 16:30:31,13.2.0,用抖音拍视频，大家都自信了,best
2020-10-23 13:57:26,13.2.0,非常好,best
2020-10-23 01:21:41,13.2.0,三观尽毁,bad
2020-10-22 21:49:55,13.2.0,抖音还是比较好的。不怎么经常出门的我最起码能知道世界各地的事情。还一方面就是能提升我的剪辑技能。,best
2020-10-22 12:54:45,13.1.0,没啥可说的挺好用就行啊 你们说呢,best
2020-10-21 19:49:16,13.2.0,时尚快乐！,best
2020-10-20 18:00:14,,不错不错不错,best
2020-10-19 18:02:56,13.0.0,不错！,best
2020-10-19 10:01:13,13.1.0,不错，给人带来快乐,best
2020-10-18 17:29:16,13.1.0,还可以 不错不错不错不错不错不错不错不错不错不错不错不错,best
2020-10-18 09:39:59,13.1.0,还可以,best
2020-10-18 09:35:26,13.1.0,lj软件用着这么卡,bad
2020-10-17 20:14:32,13.1.0,太好了 太好玩了,best
2020-10-17 17:38:37,9.6.0,〉我？？？，。。。嗯，。，，,best
2020-10-17 15:41:29,13.1.0,用了一段时间过来评价，目前最好用的短视频了,best
2020-10-16 23:03:08,13.1.0,停不下来,best
2020-10-16 20:55:11,13.1.0,emmmm我该说点啥？,best
